35079504,EC:FF:3A
35399082,70:13:84
35781738,34:66:91
35550035,E4:43:89
35697339,3C:CD:40
35281219,EC:FF:3A
35743593,70:13:84
35887662,34:66:91
35297335,E4:43:89
35995431,3C:CD:40
35630348,EC:FF:3A
35665642,70:13:85
35303111,34:66:92
35483396,E4:43:90
35508675,3C:CD:41
35729274,EC:FF:3A
35981126,70:13:85
35386416,34:66:92
35671911,E4:43:90
35666351,3C:CD:41
35384210,EC:FF:3A
35090582,70:13:86
35462790,34:66:93
35613331,E4:43:91
35922090,3C:CD:42
35701212,EC:FF:3A
35724183,70:13:86
35235570,34:66:93
35920057,E4:43:91
35724183,3C:CD:42
35204553,EC:FF:3A
35831436,70:13:87
35183753,34:66:94
35183753,E4:43:92
35941478,3C:CD:43
35348697,EC:FF:3A
35286992,70:13:87
01331600,34:66:94
35662708,E4:43:92
35164046,3C:CD:43
35877305,EC:FF:3A
35317310,70:13:88
35566507,34:66:95
35676011,E4:43:93
35499707,3C:CD:44
35197806,EC:FF:3A
35582008,70:13:88
35114228,34:66:95
35869809,E4:43:93
35319310,3C:CD:44
01354200,EC:FF:3A
35545007,70:13:89
35580808,34:66:96
54792641,84:A8:24
35700652,84:A8:24
35744080,84:A8:24
35815482,84:A8:24
35026680,84:A8:24
35003890,84:A8:24
35863295,84:A8:24
35944533,84:A8:24
35072696,84:A8:24
35917382,84:A8:24
35305068,84:A8:24
35444980,84:A8:24
35598476,84:A8:24
35959540,84:A8:24
35142059,84:A8:24
35429295,84:A8:24
35584111,B4:23:A2
35811610,B4:23:A2
35748010,B4:23:A2
35293010,B4:23:A2
35293110,B4:23:A2
35964809,B4:23:A2
35832709,B4:23:A2
35827509,B4:23:A2
35753708,B4:23:A2
35803408,B4:23:A2
35267708,B4:23:A2
35161508,B4:23:A2
35864362,B4:23:A2
35753708,B4:23:A2
35751110,B4:23:A2
35293110,B4:23:A2
35827609,B4:23:A2
99001200,B4:23:A2
86389005,94:70:6C
86549304,94:70:6C
86926004,94:70:6C
86643606,94:70:6C
35427344,9C:25:95
35862537,9C:25:95
35200732,9C:25:95
35069390,9C:25:95
35020450,9C:25:95
35050556,9C:25:95
35510174,9C:25:95
35079802,9C:25:95
35195483,9C:25:95
35000921,9C:25:95
35059364,9C:25:95
35532662,9C:25:95
35541613,9C:25:95
35261071,9C:25:95
35007926,9C:25:95
35843873,9C:25:95
35430621,9C:25:95
35138044,9C:25:95
35451696,D0:04:B0
35092537,D0:04:B0
35904337,D0:04:B0
35472188,D0:04:B0
35032036,D0:04:B0
35028038,D0:04:B0
35156116,D0:04:B0
35041498,D0:04:B0
35387161,D0:04:B0
35033626,D0:04:B0
35053352,D0:04:B0
35550229,D0:04:B0
35265738,D0:04:B0
35200141,D0:04:B0
35213364,D0:04:B0
35070272,D0:04:B0
35136004,D0:04:B0
35079439,D0:04:B0
35172510,D0:04:B0
35425581,D0:04:B0
35573736,D0:04:B0
35562311,D0:04:B0
35341157,D0:04:B0
35081819,D0:04:B0
35031569,D0:04:B0
35771509,50:13:9D
35547823,50:13:9D
35765007,50:13:9D
01262600,50:13:9D
35354706,50:13:9D
35568909,48:02:AF
35792610,48:02:AF
